*Vertices  167
123 155 0.26
124 155 0.24
155 125 0.55
126 155 0.05
155 128 0.29
155 129 0.29
132 155 0.35
133 155 0.08
155 137 0.42
155 138 0.52
155 142 0.33
155 147 0.24
155 148 0.15
150 155 0.29
155 153 0.11
167 155 5.0E-4
6 156 0.11
156 10 0.1
14 156 0.26
156 15 0.23
156 21 0.27
156 33 0.5
49 156 0.15
50 156 0.1
156 52 0.11
55 156 0.19
156 57 0.29
156 64 0.15
156 84 0.2
156 102 0.25
105 156 0.12
156 110 0.2
156 111 0.17
156 122 0.19
156 124 0.08
156 126 0.08
156 130 0.25
156 135 0.5
156 146 0.25
167 156 0.0
8 157 0.38
13 157 0.2
30 157 0.45
157 39 0.71
49 157 0.07
50 157 0.1
55 157 0.19
59 157 0.23
63 157 0.71
64 157 0.3
103 157 0.5
133 157 0.27
150 157 0.25
167 157 0.0
1 158 0.22
6 158 0.16
158 16 0.5
49 158 0.1
55 158 0.14
76 158 0.17
81 158 0.35
85 158 0.29
105 158 0.08
120 158 0.17
148 158 0.18
158 149 0.71
167 158 1.0E-4
3 159 0.08
159 4 0.15
6 159 0.07
159 7 0.47
159 8 0.5
159 9 0.17
159 11 0.13
12 159 0.19
159 13 0.07
17 159 0.38
159 21 0.05
22 159 0.45
159 23 0.47
159 24 0.24
159 25 0.33
159 26 0.47
159 30 0.45
159 32 0.33
159 34 0.33
159 39 0.24
159 45 0.27
159 47 0.18
159 48 0.15
49 159 0.22
50 159 0.27
55 159 0.26
159 56 0.1
58 159 0.2
59 159 0.23
159 63 0.24
159 64 0.2
159 70 0.24
159 73 0.6
159 74 0.19
159 77 0.58
78 159 0.13
159 79 0.19
159 83 0.55
159 86 0.32
159 87 0.33
159 88 0.22
159 89 0.28
159 91 0.19
159 93 0.33
159 94 0.13
159 95 0.14
159 98 0.47
159 99 0.33
159 103 0.17
159 104 0.15
159 105 0.28
159 106 0.3
159 108 0.24
159 112 0.44
159 113 0.47
159 114 0.47
159 116 0.38
159 117 0.5
159 118 0.15
159 119 0.33
159 120 0.47
159 121 0.33
159 123 0.38
159 124 0.11
159 126 0.05
159 127 0.27
159 131 0.47
159 132 0.14
133 159 0.27
159 137 0.19
159 139 0.33
159 140 0.3
159 143 0.33
159 147 0.14
150 159 0.33
159 155 0.19
167 159 3.0E-4
160 5 0.24
6 160 0.26
8 160 0.13
9 160 0.17
10 160 0.07
13 160 0.07
14 160 0.09
21 160 0.23
37 160 0.21
160 40 0.33
49 160 0.22
50 160 0.17
51 160 0.13
52 160 0.08
55 160 0.06
56 160 0.1
59 160 0.31
65 160 0.4
160 69 0.33
160 72 0.17
78 160 0.13
160 81 0.17
84 160 0.14
85 160 0.07
160 100 0.11
160 102 0.17
105 160 0.04
107 160 0.17
110 160 0.14
120 160 0.24
122 160 0.13
123 160 0.08
124 160 0.05
126 160 0.05
142 160 0.38
145 160 0.27
147 160 0.14
167 160 1.0E-4
6 161 0.11
10 161 0.2
21 161 0.14
161 33 1.0
49 161 0.07
50 161 0.1
52 161 0.23
161 57 0.58
64 161 0.3
84 161 0.41
102 161 0.5
105 161 0.12
110 161 0.41
111 161 0.33
122 161 0.38
124 161 0.16
126 161 0.16
130 161 0.5
161 135 1.0
146 161 0.5
156 161 0.5
167 161 1.0E-4
6 162 0.05
10 162 0.31
162 11 0.19
19 162 0.43
21 162 0.2
37 162 0.32
49 162 0.15
50 162 0.2
52 162 0.34
101 162 0.26
105 162 0.06
162 109 0.35
110 162 0.2
162 122 0.19
124 162 0.25
126 162 0.32
167 162 0.0
163 29 1.0
163 43 1.0
163 44 1.0
49 163 0.07
50 163 0.1
163 61 1.0
163 96 0.58
105 163 0.12
112 163 0.33
163 115 1.0
118 163 0.45
123 163 0.23
163 128 1.0
163 129 1.0
163 155 0.29
167 163 1.0E-4
6 164 0.11
49 164 0.07
50 164 0.1
56 164 0.29
59 164 0.23
65 164 0.3
164 69 1.0
72 164 0.5
81 164 0.5
120 164 0.24
142 164 0.38
145 164 0.41
160 164 0.33
167 164 1.0E-4
165 1 0.18
3 165 0.14
14 165 0.3
21 165 0.08
165 31 0.41
34 165 0.29
37 165 0.12
45 165 0.31
49 165 0.13
50 165 0.06
55 165 0.11
58 165 0.12
165 62 0.41
64 165 0.17
74 165 0.33
79 165 0.33
165 97 0.58
105 165 0.07
165 111 0.19
112 165 0.19
120 165 0.14
123 165 0.13
127 165 0.24
132 165 0.24
155 165 0.17
167 165 0.0
4 166 0.32
22 166 0.19
36 166 0.5
166 41 0.5
47 166 0.2
48 166 0.32
49 166 0.1
50 166 0.14
68 166 0.25
83 166 0.2
86 166 0.17
166 88 0.47
94 166 0.27
105 166 0.17
108 166 0.25
124 166 0.23
137 166 0.2
166 139 0.35
166 140 0.32
166 148 0.18
166 152 0.27
153 166 0.53
167 166 1.0E-4
